Area,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Japan,Potatoes,303275,1668.0,79821.18,15.66
Japan,Potatoes,303275,1668.0,79821.18,15.79
Japan,Potatoes,303275,1668.0,79821.18,13.78
Japan,"Rice, paddy",64143,1668.0,79821.18,15.93
Japan,"Rice, paddy",64143,1668.0,79821.18,13.78
Japan,"Rice, paddy",64143,1668.0,79821.18,15.93
Japan,"Rice, paddy",64143,1668.0,79821.18,15.66
Japan,"Rice, paddy",64143,1668.0,79821.18,15.79
Japan,"Rice, paddy",64143,1668.0,79821.18,13.78
Japan,Soybeans,17301,1668.0,79821.18,15.93
Japan,Soybeans,17301,1668.0,79821.18,13.78
Japan,Soybeans,17301,1668.0,79821.18,15.93
Japan,Soybeans,17301,1668.0,79821.18,15.66
Japan,Soybeans,17301,1668.0,79821.18,15.79
Japan,Soybeans,17301,1668.0,79821.18,13.78
Japan,Sweet potatoes,226517,1668.0,79821.18,15.93
Japan,Sweet potatoes,226517,1668.0,79821.18,13.78
Japan,Sweet potatoes,226517,1668.0,79821.18,15.93
Japan,Sweet potatoes,226517,1668.0,79821.18,15.66
Japan,Sweet potatoes,226517,1668.0,79821.18,15.79
Japan,Sweet potatoes,226517,1668.0,79821.18,13.78
Japan,Wheat,34544,1668.0,79821.18,15.93
Japan,Wheat,34544,1668.0,79821.18,13.78
Japan,Wheat,34544,1668.0,79821.18,15.93
Japan,Wheat,34544,1668.0,79821.18,15.66
Japan,Wheat,34544,1668.0,79821.18,15.79
Japan,Wheat,34544,1668.0,79821.18,13.78
Japan,Yams,217455,1668.0,79821.18,15.93
Japan,Yams,217455,1668.0,79821.18,13.78
Japan,Yams,217455,1668.0,79821.18,15.93
Japan,Yams,217455,1668.0,79821.18,15.66
Japan,Yams,217455,1668.0,79821.18,15.79
Japan,Yams,217455,1668.0,79821.18,13.78
Japan,Maize,24713,1668.0,79821.18,15.92
Japan,Maize,24713,1668.0,79821.18,13.5
Japan,Maize,24713,1668.0,79821.18,15.95
Japan,Maize,24713,1668.0,79821.18,15.58
Japan,Maize,24713,1668.0,79821.18,15.67
Japan,Maize,24713,1668.0,79821.18,13.5
Japan,Potatoes,306342,1668.0,79821.18,15.92
Japan,Potatoes,306342,1668.0,79821.18,13.5
Japan,Potatoes,306342,1668.0,79821.18,15.95
Japan,Potatoes,306342,1668.0,79821.18,15.58
Japan,Potatoes,306342,1668.0,79821.18,15.67
Japan,Potatoes,306342,1668.0,79821.18,13.5
Japan,"Rice, paddy",67023,1668.0,79821.18,15.92
Japan,"Rice, paddy",67023,1668.0,79821.18,13.5
Japan,"Rice, paddy",67023,1668.0,79821.18,15.95
Japan,"Rice, paddy",67023,1668.0,79821.18,15.58
Japan,"Rice, paddy",67023,1668.0,79821.18,15.67
Japan,"Rice, paddy",67023,1668.0,79821.18,13.5
Japan,Soybeans,19184,1668.0,79821.18,15.92
Japan,Soybeans,19184,1668.0,79821.18,13.5
Japan,Soybeans,19184,1668.0,79821.18,15.95
Japan,Soybeans,19184,1668.0,79821.18,15.58
Japan,Soybeans,19184,1668.0,79821.18,15.67
Japan,Soybeans,19184,1668.0,79821.18,13.5
Japan,Sweet potatoes,247327,1668.0,79821.18,15.92
Japan,Sweet potatoes,247327,1668.0,79821.18,13.5
Japan,Sweet potatoes,247327,1668.0,79821.18,15.95
Japan,Sweet potatoes,247327,1668.0,79821.18,15.58
Japan,Sweet potatoes,247327,1668.0,79821.18,15.67
Japan,Sweet potatoes,247327,1668.0,79821.18,13.5
Japan,Wheat,37607,1668.0,79821.18,15.92
Japan,Wheat,37607,1668.0,79821.18,13.5
Japan,Wheat,37607,1668.0,79821.18,15.95
Japan,Wheat,37607,1668.0,79821.18,15.58
Japan,Wheat,37607,1668.0,79821.18,15.67
Japan,Wheat,37607,1668.0,79821.18,13.5
Japan,Yams,226577,1668.0,79821.18,15.92
Japan,Yams,226577,1668.0,79821.18,13.5
Japan,Yams,226577,1668.0,79821.18,15.95
Japan,Yams,226577,1668.0,79821.18,15.58
Japan,Yams,226577,1668.0,79821.18,15.67
Japan,Yams,226577,1668.0,79821.18,13.5
Japan,Maize,25000,1668.0,78735.45,15.86
Japan,Maize,25000,1668.0,78735.45,13.13
Japan,Maize,25000,1668.0,78735.45,15.97
Japan,Maize,25000,1668.0,78735.45,15.4
Japan,Maize,25000,1668.0,78735.45,15.47
Japan,Maize,25000,1668.0,78735.45,13.13
Japan,Potatoes,318172,1668.0,78735.45,15.86
Japan,Potatoes,318172,1668.0,78735.45,13.13
Japan,Potatoes,318172,1668.0,78735.45,15.97
Japan,Potatoes,318172,1668.0,78735.45,15.4
Japan,Potatoes,318172,1668.0,78735.45,15.47
Japan,Potatoes,318172,1668.0,78735.45,13.13
Japan,"Rice, paddy",66354,1668.0,78735.45,15.86
Japan,"Rice, paddy",66354,1668.0,78735.45,13.13
Japan,"Rice, paddy",66354,1668.0,78735.45,15.97
Japan,"Rice, paddy",66354,1668.0,78735.45,15.4
Japan,"Rice, paddy",66354,1668.0,78735.45,15.47
Japan,"Rice, paddy",66354,1668.0,78735.45,13.13
Japan,Soybeans,20195,1668.0,78735.45,15.86
Japan,Soybeans,20195,1668.0,78735.45,13.13
Japan,Soybeans,20195,1668.0,78735.45,15.97
Japan,Soybeans,20195,1668.0,78735.45,15.4
Japan,Soybeans,20195,1668.0,78735.45,15.47
Japan,Soybeans,20195,1668.0,78735.45,13.13
Japan,Sweet potatoes,251300,1668.0,78735.45,15.86
Japan,Sweet potatoes,251300,1668.0,78735.45,13.13
Japan,Sweet potatoes,251300,1668.0,78735.45,15.97
Japan,Sweet potatoes,251300,1668.0,78735.45,15.4
Japan,Sweet potatoes,251300,1668.0,78735.45,15.47
Japan,Sweet potatoes,251300,1668.0,78735.45,13.13
Japan,Wheat,35546,1668.0,78735.45,15.86
Japan,Wheat,35546,1668.0,78735.45,13.13
Japan,Wheat,35546,1668.0,78735.45,15.97
Japan,Wheat,35546,1668.0,78735.45,15.4
Japan,Wheat,35546,1668.0,78735.45,15.47
Japan,Wheat,35546,1668.0,78735.45,13.13
Japan,Yams,207982,1668.0,78735.45,15.86
Japan,Yams,207982,1668.0,78735.45,13.13
Japan,Yams,207982,1668.0,78735.45,15.97
Japan,Yams,207982,1668.0,78735.45,15.4
Japan,Yams,207982,1668.0,78735.45,15.47
Japan,Yams,207982,1668.0,78735.45,13.13
Japan,Maize,24615,1668.0,70262.54,16.09
Japan,Maize,24615,1668.0,70262.54,13.42
Japan,Maize,24615,1668.0,70262.54,16.0
Japan,Maize,24615,1668.0,70262.54,15.71
Japan,Maize,24615,1668.0,70262.54,15.73
Japan,Maize,24615,1668.0,70262.54,13.42
Japan,Potatoes,334130,1668.0,70262.54,16.09
Japan,Potatoes,334130,1668.0,70262.54,13.42
Japan,Potatoes,334130,1668.0,70262.54,16.0
Japan,Potatoes,334130,1668.0,70262.54,15.71
Japan,Potatoes,334130,1668.0,70262.54,15.73
Japan,Potatoes,334130,1668.0,70262.54,13.42
Japan,"Rice, paddy",65823,1668.0,70262.54,16.09
Japan,"Rice, paddy",65823,1668.0,70262.54,13.42
Japan,"Rice, paddy",65823,1668.0,70262.54,16.0
Japan,"Rice, paddy",65823,1668.0,70262.54,15.71
Japan,"Rice, paddy",65823,1668.0,70262.54,15.73
Japan,"Rice, paddy",65823,1668.0,70262.54,13.42
Japan,Soybeans,18025,1668.0,70262.54,16.09
Japan,Soybeans,18025,1668.0,70262.54,13.42
Japan,Soybeans,18025,1668.0,70262.54,16.0
Japan,Soybeans,18025,1668.0,70262.54,15.71
Japan,Soybeans,18025,1668.0,70262.54,15.73
Japan,Soybeans,18025,1668.0,70262.54,13.42
Japan,Sweet potatoes,254321,1668.0,70262.54,16.09
Japan,Sweet potatoes,254321,1668.0,70262.54,13.42
Japan,Sweet potatoes,254321,1668.0,70262.54,16.0
Japan,Sweet potatoes,254321,1668.0,70262.54,15.71
Japan,Sweet potatoes,254321,1668.0,70262.54,15.73
Japan,Sweet potatoes,254321,1668.0,70262.54,13.42
Japan,Wheat,40010,1668.0,70262.54,16.09
Japan,Wheat,40010,1668.0,70262.54,13.42
Japan,Wheat,40010,1668.0,70262.54,16.0
Japan,Wheat,40010,1668.0,70262.54,15.71
Japan,Wheat,40010,1668.0,70262.54,15.73
Japan,Wheat,40010,1668.0,70262.54,13.42
Japan,Yams,206243,1668.0,70262.54,16.09
Japan,Yams,206243,1668.0,70262.54,13.42
Japan,Yams,206243,1668.0,70262.54,16.0
Japan,Yams,206243,1668.0,70262.54,15.71
Japan,Yams,206243,1668.0,70262.54,15.73
Japan,Yams,206243,1668.0,70262.54,13.42
Japan,Maize,25000,1668.0,64688.88,16.56
Japan,Maize,25000,1668.0,64688.88,14.05
Japan,Maize,25000,1668.0,64688.88,16.54
Japan,Maize,25000,1668.0,64688.88,16.19
Japan,Maize,25000,1668.0,64688.88,16.33
Japan,Maize,25000,1668.0,64688.88,14.05
Japan,Potatoes,330734,1668.0,64688.88,16.56
Japan,Potatoes,330734,1668.0,64688.88,14.05
Japan,Potatoes,330734,1668.0,64688.88,16.54
Japan,Potatoes,330734,1668.0,64688.88,16.19
Japan,Potatoes,330734,1668.0,64688.88,16.33
Japan,Potatoes,330734,1668.0,64688.88,14.05
Japan,"Rice, paddy",64150,1668.0,64688.88,16.56
Japan,"Rice, paddy",64150,1668.0,64688.88,14.05
Japan,"Rice, paddy",64150,1668.0,64688.88,16.54
Japan,"Rice, paddy",64150,1668.0,64688.88,16.19
Japan,"Rice, paddy",64150,1668.0,64688.88,16.33
Japan,"Rice, paddy",64150,1668.0,64688.88,14.05
Japan,Soybeans,11930,1668.0,64688.88,16.56
Japan,Soybeans,11930,1668.0,64688.88,14.05
Japan,Soybeans,11930,1668.0,64688.88,16.54
Japan,Soybeans,11930,1668.0,64688.88,16.19
Japan,Soybeans,11930,1668.0,64688.88,16.33
Japan,Soybeans,11930,1668.0,64688.88,14.05
Japan,Sweet potatoes,250372,1668.0,64688.88,16.56
Japan,Sweet potatoes,250372,1668.0,64688.88,14.05
Japan,Sweet potatoes,250372,1668.0,64688.88,16.54
Japan,Sweet potatoes,250372,1668.0,64688.88,16.19
Japan,Sweet potatoes,250372,1668.0,64688.88,16.33
Japan,Sweet potatoes,250372,1668.0,64688.88,14.05
Japan,Wheat,40466,1668.0,64688.88,16.56
Japan,Wheat,40466,1668.0,64688.88,14.05
Japan,Wheat,40466,1668.0,64688.88,16.54
Japan,Wheat,40466,1668.0,64688.88,16.19
Japan,Wheat,40466,1668.0,64688.88,16.33
Japan,Wheat,40466,1668.0,64688.88,14.05
Japan,Yams,229051,1668.0,64688.88,16.56
Japan,Yams,229051,1668.0,64688.88,14.05
Japan,Yams,229051,1668.0,64688.88,16.54
Japan,Yams,229051,1668.0,64688.88,16.19
Japan,Yams,229051,1668.0,64688.88,16.33
Japan,Yams,229051,1668.0,64688.88,14.05
Japan,Maize,25260,1668.0,63829.77,15.75
Japan,Maize,25260,1668.0,63829.77,12.99
Japan,Maize,25260,1668.0,63829.77,15.75
Japan,Maize,25260,1668.0,63829.77,15.36
Japan,Maize,25260,1668.0,63829.77,15.36
Japan,Maize,25260,1668.0,63829.77,12.99
Japan,Potatoes,316341,1668.0,63829.77,15.75
Japan,Potatoes,316341,1668.0,63829.77,12.99
Japan,Potatoes,316341,1668.0,63829.77,15.75
Japan,Potatoes,316341,1668.0,63829.77,15.36
Japan,Potatoes,316341,1668.0,63829.77,15.36
Japan,Potatoes,316341,1668.0,63829.77,12.99
Japan,"Rice, paddy",66483,1668.0,63829.77,15.75
Japan,"Rice, paddy",66483,1668.0,63829.77,12.99
Japan,"Rice, paddy",66483,1668.0,63829.77,15.75
Japan,"Rice, paddy",66483,1668.0,63829.77,15.36
Japan,"Rice, paddy",66483,1668.0,63829.77,15.36
Japan,"Rice, paddy",66483,1668.0,63829.77,12.99
Japan,Soybeans,16791,1668.0,63829.77,15.75
Japan,Soybeans,16791,1668.0,63829.77,12.99
Japan,Soybeans,16791,1668.0,63829.77,15.75
Japan,Soybeans,16791,1668.0,63829.77,15.36
Japan,Soybeans,16791,1668.0,63829.77,15.36
Japan,Soybeans,16791,1668.0,63829.77,12.99
Japan,Sweet potatoes,258088,1668.0,63829.77,15.75
Japan,Sweet potatoes,258088,1668.0,63829.77,12.99
Japan,Sweet potatoes,258088,1668.0,63829.77,15.75
Japan,Sweet potatoes,258088,1668.0,63829.77,15.36
Japan,Sweet potatoes,258088,1668.0,63829.77,15.36
Japan,Sweet potatoes,258088,1668.0,63829.77,12.99
Japan,Wheat,40970,1668.0,63829.77,15.75
Japan,Wheat,40970,1668.0,63829.77,12.99
Japan,Wheat,40970,1668.0,63829.77,15.75
Japan,Wheat,40970,1668.0,63829.77,15.36
Japan,Wheat,40970,1668.0,63829.77,15.36
Japan,Wheat,40970,1668.0,63829.77,12.99
Japan,Yams,233257,1668.0,63829.77,15.75
Japan,Yams,233257,1668.0,63829.77,12.99
Japan,Yams,233257,1668.0,63829.77,15.75
Japan,Yams,233257,1668.0,63829.77,15.36
Japan,Yams,233257,1668.0,63829.77,15.36
Japan,Yams,233257,1668.0,63829.77,12.99
Japan,Maize,25324,1668.0,65248.26,15.87
Japan,Maize,25324,1668.0,65248.26,13.28
Japan,Maize,25324,1668.0,65248.26,15.92
Japan,Maize,25324,1668.0,65248.26,15.43
Japan,Maize,25324,1668.0,65248.26,15.45
Japan,Maize,25324,1668.0,65248.26,13.28
Japan,Potatoes,304273,1668.0,65248.26,15.87
Japan,Potatoes,304273,1668.0,65248.26,13.28
Japan,Potatoes,304273,1668.0,65248.26,15.92
Japan,Potatoes,304273,1668.0,65248.26,15.43
Japan,Potatoes,304273,1668.0,65248.26,15.45
Japan,Potatoes,304273,1668.0,65248.26,13.28
Japan,"Rice, paddy",63359,1668.0,65248.26,15.87
Japan,"Rice, paddy",63359,1668.0,65248.26,13.28
Japan,"Rice, paddy",63359,1668.0,65248.26,15.92
Japan,"Rice, paddy",63359,1668.0,65248.26,15.43
Japan,"Rice, paddy",63359,1668.0,65248.26,15.45
Japan,"Rice, paddy",63359,1668.0,65248.26,13.28
Japan,Soybeans,16129,1668.0,65248.26,15.87
Japan,Soybeans,16129,1668.0,65248.26,13.28
Japan,Soybeans,16129,1668.0,65248.26,15.92
Japan,Soybeans,16129,1668.0,65248.26,15.43
Japan,Soybeans,16129,1668.0,65248.26,15.45
Japan,Soybeans,16129,1668.0,65248.26,13.28
Japan,Sweet potatoes,242377,1668.0,65248.26,15.87
Japan,Sweet potatoes,242377,1668.0,65248.26,13.28
Japan,Sweet potatoes,242377,1668.0,65248.26,15.92
Japan,Sweet potatoes,242377,1668.0,65248.26,15.43
Japan,Sweet potatoes,242377,1668.0,65248.26,15.45
Japan,Sweet potatoes,242377,1668.0,65248.26,13.28
Japan,Wheat,38351,1668.0,65248.26,15.87
Japan,Wheat,38351,1668.0,65248.26,13.28
Japan,Wheat,38351,1668.0,65248.26,15.92
Japan,Wheat,38351,1668.0,65248.26,15.43
Japan,Wheat,38351,1668.0,65248.26,15.45
Japan,Wheat,38351,1668.0,65248.26,13.28
Japan,Yams,225059,1668.0,65248.26,15.87
Japan,Yams,225059,1668.0,65248.26,13.28
Japan,Yams,225059,1668.0,65248.26,15.92
Japan,Yams,225059,1668.0,65248.26,15.43
Japan,Yams,225059,1668.0,65248.26,15.45
Japan,Yams,225059,1668.0,65248.26,13.28
Japan,Maize,25395,1668.0,61164.07,16.53
Japan,Maize,25395,1668.0,61164.07,13.68
Japan,Maize,25395,1668.0,61164.07,16.55
Japan,Maize,25395,1668.0,61164.07,16.03
Japan,Maize,25395,1668.0,61164.07,15.94
Japan,Maize,25395,1668.0,61164.07,13.68
Japan,Potatoes,340000,1668.0,61164.07,16.53
Japan,Potatoes,340000,1668.0,61164.07,13.68
Japan,Potatoes,340000,1668.0,61164.07,16.55
Japan,Potatoes,340000,1668.0,61164.07,16.03
Japan,Potatoes,340000,1668.0,61164.07,15.94
Japan,Potatoes,340000,1668.0,61164.07,13.68
Japan,"Rice, paddy",65111,1668.0,61164.07,16.53
Japan,"Rice, paddy",65111,1668.0,61164.07,13.68
Japan,"Rice, paddy",65111,1668.0,61164.07,16.55
Japan,"Rice, paddy",65111,1668.0,61164.07,16.03
Japan,"Rice, paddy",65111,1668.0,61164.07,15.94
Japan,"Rice, paddy",65111,1668.0,61164.07,13.68
Japan,Soybeans,16392,1668.0,61164.07,16.53
Japan,Soybeans,16392,1668.0,61164.07,13.68
Japan,Soybeans,16392,1668.0,61164.07,16.55
Japan,Soybeans,16392,1668.0,61164.07,16.03
Japan,Soybeans,16392,1668.0,61164.07,15.94
Japan,Soybeans,16392,1668.0,61164.07,13.68
Japan,Sweet potatoes,237936,1668.0,61164.07,16.53
Japan,Sweet potatoes,237936,1668.0,61164.07,13.68
Japan,Sweet potatoes,237936,1668.0,61164.07,16.55
Japan,Sweet potatoes,237936,1668.0,61164.07,16.03
Japan,Sweet potatoes,237936,1668.0,61164.07,15.94
Japan,Sweet potatoes,237936,1668.0,61164.07,13.68
Japan,Wheat,43400,1668.0,61164.07,16.53
Japan,Wheat,43400,1668.0,61164.07,13.68
Japan,Wheat,43400,1668.0,61164.07,16.55
Japan,Wheat,43400,1668.0,61164.07,16.03
Japan,Wheat,43400,1668.0,61164.07,15.94
Japan,Wheat,43400,1668.0,61164.07,13.68
Japan,Yams,230788,1668.0,61164.07,16.53
Japan,Yams,230788,1668.0,61164.07,13.68
Japan,Yams,230788,1668.0,61164.07,16.55
Japan,Yams,230788,1668.0,61164.07,16.03
Japan,Yams,230788,1668.0,61164.07,15.94
Japan,Yams,230788,1668.0,61164.07,13.68
Japan,Maize,25456,1668.0,58750.0,15.96
Japan,Maize,25456,1668.0,58750.0,13.31
Japan,Maize,25456,1668.0,58750.0,15.98
Japan,Maize,25456,1668.0,58750.0,15.55
Japan,Maize,25456,1668.0,58750.0,15.57
Japan,Maize,25456,1668.0,58750.0,13.31
Japan,Potatoes,323086,1668.0,58750.0,15.96
Japan,Potatoes,323086,1668.0,58750.0,13.31
Japan,Potatoes,323086,1668.0,58750.0,15.98
Japan,Potatoes,323086,1668.0,58750.0,15.55
Japan,Potatoes,323086,1668.0,58750.0,15.57
Japan,Potatoes,323086,1668.0,58750.0,13.31
Japan,"Rice, paddy",67786,1668.0,58750.0,15.96
Japan,"Rice, paddy",67786,1668.0,58750.0,13.31
Japan,"Rice, paddy",67786,1668.0,58750.0,15.98
Japan,"Rice, paddy",67786,1668.0,58750.0,15.55
Japan,"Rice, paddy",67786,1668.0,58750.0,15.57
Japan,"Rice, paddy",67786,1668.0,58750.0,13.31
Japan,Soybeans,17791,1668.0,58750.0,15.96
Japan,Soybeans,17791,1668.0,58750.0,13.31
Japan,Soybeans,17791,1668.0,58750.0,15.98
Japan,Soybeans,17791,1668.0,58750.0,15.55
Japan,Soybeans,17791,1668.0,58750.0,15.57
Japan,Soybeans,17791,1668.0,58750.0,13.31
Japan,Sweet potatoes,248403,1668.0,58750.0,15.96
Japan,Sweet potatoes,248403,1668.0,58750.0,13.31
Japan,Sweet potatoes,248403,1668.0,58750.0,15.98
Japan,Sweet potatoes,248403,1668.0,58750.0,15.55
Japan,Sweet potatoes,248403,1668.0,58750.0,15.57
Japan,Sweet potatoes,248403,1668.0,58750.0,13.31
Japan,Wheat,42203,1668.0,58750.0,15.96
Japan,Wheat,42203,1668.0,58750.0,13.31
Japan,Wheat,42203,1668.0,58750.0,15.98
Japan,Wheat,42203,1668.0,58750.0,15.55
Japan,Wheat,42203,1668.0,58750.0,15.57
Japan,Wheat,42203,1668.0,58750.0,13.31
Japan,Yams,225093,1668.0,58750.0,15.96
Japan,Yams,225093,1668.0,58750.0,13.31
Japan,Yams,225093,1668.0,58750.0,15.98
Japan,Yams,225093,1668.0,58750.0,15.55
Japan,Yams,225093,1668.0,58750.0,15.57
Japan,Yams,225093,1668.0,58750.0,13.31
Japan,Maize,25385,1668.0,60970.8,15.93
Japan,Maize,25385,1668.0,60970.8,13.55
Japan,Maize,25385,1668.0,60970.8,16.02
Japan,Maize,25385,1668.0,60970.8,15.61
Japan,Maize,25385,1668.0,60970.8,15.67
Japan,Maize,25385,1668.0,60970.8,13.55
Japan,Potatoes,295909,1668.0,60970.8,15.93
Japan,Potatoes,295909,1668.0,60970.8,13.55
Japan,Potatoes,295909,1668.0,60970.8,16.02
Japan,Potatoes,295909,1668.0,60970.8,15.61
Japan,Potatoes,295909,1668.0,60970.8,15.67
Japan,Potatoes,295909,1668.0,60970.8,13.55
Japan,"Rice, paddy",65222,1668.0,60970.8,15.93
Japan,"Rice, paddy",65222,1668.0,60970.8,13.55
Japan,"Rice, paddy",65222,1668.0,60970.8,16.02
Japan,"Rice, paddy",65222,1668.0,60970.8,15.61
Japan,"Rice, paddy",65222,1668.0,60970.8,15.67
Japan,"Rice, paddy",65222,1668.0,60970.8,13.55
Japan,Soybeans,15812,1668.0,60970.8,15.93
Japan,Soybeans,15812,1668.0,60970.8,13.55
Japan,Soybeans,15812,1668.0,60970.8,16.02
Japan,Soybeans,15812,1668.0,60970.8,15.61
Japan,Soybeans,15812,1668.0,60970.8,15.67
Japan,Soybeans,15812,1668.0,60970.8,13.55
Japan,Sweet potatoes,253333,1668.0,60970.8,15.93
Japan,Sweet potatoes,253333,1668.0,60970.8,13.55
Japan,Sweet potatoes,253333,1668.0,60970.8,16.02
Japan,Sweet potatoes,253333,1668.0,60970.8,15.61
Japan,Sweet potatoes,253333,1668.0,60970.8,15.67
Japan,Sweet potatoes,253333,1668.0,60970.8,13.55
Japan,Wheat,32367,1668.0,60970.8,15.93
Japan,Wheat,32367,1668.0,60970.8,13.55
Japan,Wheat,32367,1668.0,60970.8,16.02
Japan,Wheat,32367,1668.0,60970.8,15.61
Japan,Wheat,32367,1668.0,60970.8,15.67
Japan,Wheat,32367,1668.0,60970.8,13.55
Japan,Yams,211519,1668.0,60970.8,15.93
Japan,Yams,211519,1668.0,60970.8,13.55
Japan,Yams,211519,1668.0,60970.8,16.02
Japan,Yams,211519,1668.0,60970.8,15.61
Japan,Yams,211519,1668.0,60970.8,15.67
Japan,Yams,211519,1668.0,60970.8,13.55
Japan,Maize,25642,1668.0,55576.0,16.12
Japan,Maize,25642,1668.0,55576.0,13.82
Japan,Maize,25642,1668.0,55576.0,16.01
Japan,Maize,25642,1668.0,55576.0,15.8
Japan,Maize,25642,1668.0,55576.0,15.87
Japan,Maize,25642,1668.0,55576.0,13.82
Japan,Potatoes,277576,1668.0,55576.0,16.12
Japan,Potatoes,277576,1668.0,55576.0,13.82
Japan,Potatoes,277576,1668.0,55576.0,16.01
Japan,Potatoes,277576,1668.0,55576.0,15.8
Japan,Potatoes,277576,1668.0,55576.0,15.87
Japan,Potatoes,277576,1668.0,55576.0,13.82
Japan,"Rice, paddy",65135,1668.0,55576.0,16.12
Japan,"Rice, paddy",65135,1668.0,55576.0,13.82
Japan,"Rice, paddy",65135,1668.0,55576.0,16.01
Japan,"Rice, paddy",65135,1668.0,55576.0,15.8
Japan,"Rice, paddy",65135,1668.0,55576.0,15.87
Japan,"Rice, paddy",65135,1668.0,55576.0,13.82
Japan,Soybeans,16158,1668.0,55576.0,16.12
Japan,Soybeans,16158,1668.0,55576.0,13.82
Japan,Soybeans,16158,1668.0,55576.0,16.01
Japan,Soybeans,16158,1668.0,55576.0,15.8
Japan,Soybeans,16158,1668.0,55576.0,15.87
Japan,Soybeans,16158,1668.0,55576.0,13.82
Japan,Sweet potatoes,217531,1668.0,55576.0,16.12
Japan,Sweet potatoes,217531,1668.0,55576.0,13.82
Japan,Sweet potatoes,217531,1668.0,55576.0,16.01
Japan,Sweet potatoes,217531,1668.0,55576.0,15.8
Japan,Sweet potatoes,217531,1668.0,55576.0,15.87
Japan,Sweet potatoes,217531,1668.0,55576.0,13.82
Japan,Wheat,27612,1668.0,55576.0,16.12
Japan,Wheat,27612,1668.0,55576.0,13.82
Japan,Wheat,27612,1668.0,55576.0,16.01
Japan,Wheat,27612,1668.0,55576.0,15.8
Japan,Wheat,27612,1668.0,55576.0,15.87
Japan,Wheat,27612,1668.0,55576.0,13.82
Japan,Yams,226963,1668.0,55576.0,16.12
Japan,Yams,226963,1668.0,55576.0,13.82
Japan,Yams,226963,1668.0,55576.0,16.01
Japan,Yams,226963,1668.0,55576.0,15.8
Japan,Yams,226963,1668.0,55576.0,15.87
Japan,Yams,226963,1668.0,55576.0,13.82
Japan,Maize,25797,1668.0,51796.3,15.71
Japan,Maize,25797,1668.0,51796.3,13.32
Japan,Maize,25797,1668.0,51796.3,15.62
Japan,Maize,25797,1668.0,51796.3,15.38
Japan,Maize,25797,1668.0,51796.3,15.43
Japan,Maize,25797,1668.0,51796.3,13.32
Japan,Potatoes,294691,1668.0,51796.3,15.71
Japan,Potatoes,294691,1668.0,51796.3,13.32
Japan,Potatoes,294691,1668.0,51796.3,15.62
Japan,Potatoes,294691,1668.0,51796.3,15.38
Japan,Potatoes,294691,1668.0,51796.3,15.43
Japan,Potatoes,294691,1668.0,51796.3,13.32
Japan,"Rice, paddy",66624,1668.0,51796.3,15.71
Japan,"Rice, paddy",66624,1668.0,51796.3,13.32
Japan,"Rice, paddy",66624,1668.0,51796.3,15.62
Japan,"Rice, paddy",66624,1668.0,51796.3,15.38
Japan,"Rice, paddy",66624,1668.0,51796.3,15.43
Japan,"Rice, paddy",66624,1668.0,51796.3,13.32
Japan,Soybeans,16006,1668.0,51796.3,15.71
Japan,Soybeans,16006,1668.0,51796.3,13.32
Japan,Soybeans,16006,1668.0,51796.3,15.62
Japan,Soybeans,16006,1668.0,51796.3,15.38
Japan,Soybeans,16006,1668.0,51796.3,15.43
Japan,Soybeans,16006,1668.0,51796.3,13.32
Japan,Sweet potatoes,227738,1668.0,51796.3,15.71
Japan,Sweet potatoes,227738,1668.0,51796.3,13.32
Japan,Sweet potatoes,227738,1668.0,51796.3,15.62
Japan,Sweet potatoes,227738,1668.0,51796.3,15.38
Japan,Sweet potatoes,227738,1668.0,51796.3,15.43
Japan,Sweet potatoes,227738,1668.0,51796.3,13.32
Japan,Wheat,35286,1668.0,51796.3,15.71
Japan,Wheat,35286,1668.0,51796.3,13.32
Japan,Wheat,35286,1668.0,51796.3,15.62
Japan,Wheat,35286,1668.0,51796.3,15.38
Japan,Wheat,35286,1668.0,51796.3,15.43
Japan,Wheat,35286,1668.0,51796.3,13.32
Japan,Yams,220905,1668.0,51796.3,15.71
Japan,Yams,220905,1668.0,51796.3,13.32
Japan,Yams,220905,1668.0,51796.3,15.62
Japan,Yams,220905,1668.0,51796.3,15.38
Japan,Yams,220905,1668.0,51796.3,15.43
Japan,Yams,220905,1668.0,51796.3,13.32
Japan,Maize,26154,1668.0,54716.4,15.53
Japan,Maize,26154,1668.0,54716.4,13.11
Japan,Maize,26154,1668.0,54716.4,15.54
Japan,Maize,26154,1668.0,54716.4,15.14
Japan,Maize,26154,1668.0,54716.4,15.21
Japan,Maize,26154,1668.0,54716.4,13.11
Japan,Potatoes,307882,1668.0,54716.4,15.53
Japan,Potatoes,307882,1668.0,54716.4,13.11
Japan,Potatoes,307882,1668.0,54716.4,15.54
Japan,Potatoes,307882,1668.0,54716.4,15.14
Japan,Potatoes,307882,1668.0,54716.4,15.21
Japan,Potatoes,307882,1668.0,54716.4,13.11
Japan,"Rice, paddy",67388,1668.0,54716.4,15.53
Japan,"Rice, paddy",67388,1668.0,54716.4,13.11
Japan,"Rice, paddy",67388,1668.0,54716.4,15.54
Japan,"Rice, paddy",67388,1668.0,54716.4,15.14
Japan,"Rice, paddy",67388,1668.0,54716.4,15.21
Japan,"Rice, paddy",67388,1668.0,54716.4,13.11
